isocode,XRAT,POP,cc,cg,ci,kc,kg,ki,openc,openk,csave,rgdpch,rgdpl,cgdp,rgdptt,y,p,pc,pg,pi,yr,cgnp,rgdpeqa,rgdpwok
BGD,7.760828972,68527.664,84.422263268,9.1290341954,10.840627672,85.684416027,9.5745459436,9.6774569656,13.276609407,10.875434311,6.4487025368,1040.1950462,1039.7748465,322.63695761,1045.1325174,6.0146409658,25.480812309,27.241706443,7.1583222966,27.197315286,1971,,1346.0741844,3406.8962536
BGD,7.594486237,70445.032,91.971430704,10.148545922,5.3367946427,91.263252883,10.192856581,4.7056428144,15.640304656,11.19410075,-2.119976626,914.35689453,920.48012526,289.06159275,913.03131082,4.9551662417,24.865392671,26.810986723,3.7795955739,31.433213614,1972,,1184.3683271,3018.1959701
BGD,7.742063999,72425.168,84.785510296,9.4802587622,11.13870475,81.134112673,9.0690474663,9.4194396001,15.104033842,9.1818299154,5.7342309416,875.49029213,875.46919802,277.69246064,827.26272024,4.2980984747,40.043642966,43.176586263,4.7184293423,46.26195751,1973,100.26373493,1132.5787112,2906.7204155
BGD,8.113085747,74470.144,87.403511154,9.9265140691,8.8761945959,87.430209551,9.7655737363,7.7195614632,11.695829704,11.741656367,2.6699747768,988.88265024,991.69297906,356.86127903,980.85766881,5.1422739061,45.809033882,49.26430978,6.0764432162,56.219224169,1974,100.08310822,1282.0740972,3311.9396173
BGD,12.01889992,76582,87.008451618,9.9112809087,7.9483299442,87.321039783,9.7478999679,6.8218413377,9.169702986,12.021584819,3.0802674735,963.42508176,967.30365275,384.78615193,959.64821273,5.1370069156,48.213069008,52.570573838,4.3724465907,55.180189924,1975,99.956552971,1248.3250791,3250.6787784
BGD,15.34696007,78572.992,92.724016828,10.55931472,8.4380864651,88.35859329,9.8680568171,6.9268660648,18.753059337,12.47014627,-3.283331548,978.40873319,982.35905604,389.53423146,927.74104905,4.705697801,31.729966448,32.832391485,3.4628926364,54.988752873,1976,99.883518927,1269.7658604,3325.9991012
BGD,15.37510014,80556.224,85.75100995,9.9791498064,9.748332214,84.017768102,9.3885164185,8.3065642075,15.903946869,11.327808016,4.2698402435,956.14833747,957.46794365,412.31251415,923.82876928,4.5149829213,29.020116406,29.458246797,4.1902835737,50.583856065,1977,99.561964595,1241.8822126,3278.367112
BGD,15.01611996,82555.744,87.3855072,10.131154538,11.740156695,85.848164425,9.5894176222,9.9775576774,17.48977822,15.189124675,2.4833382622,982.66978909,982.14924758,451.67990814,947.24273909,4.4200899459,35.584217511,36.991621298,4.850614105,51.630016274,1978,99.672343392,1277.0807772,3397.4248197
BGD,15.55191994,84595.648,87.544609228,10.069490418,11.525900188,85.500289098,9.5433520035,9.7939127828,18.207750552,13.938604954,2.3859003545,1022.6504396,1022.3111728,506.781987,981.75367352,4.4833824314,35.185153304,36.49194332,6.2315344303,50.554518266,1979,99.808785726,1329.7272927,3560.0255475
BGD,15.4540596,86700,85.569441528,9.9428311107,16.206921125,84.529840265,9.4354857329,14.112520219,20.101714641,17.757041162,4.4877273608,973.29953421,967.37660784,531.81207769,930.83679555,4.3697433593,37.960106464,39.033579844,6.8396190906,51.384570664,1980,100.10710015,1266.6349694,3417.7614966
BGD,17.98669052,88631.712,86.309739795,10.067743882,15.204139786,83.668880782,9.3411819669,13.077178557,21.242813439,16.070867368,3.6225163225,1059.2896027,1054.0035868,620.67985081,997.78089182,4.5985289459,31.891380817,31.849384895,6.001726103,49.273164574,1981,99.842344111,1376.8810434,3718.2628564
BGD,22.11787987,90825.216,88.169792914,10.221846048,14.706970542,83.834326753,9.3660604344,12.260415645,22.687473425,15.636663604,1.6083610374,1077.081468,1072.6889585,663.53175133,996.4306799,4.772619366,26.361434265,26.462381388,5.2073479191,40.459057318,1982,99.253354117,1398.1082904,3778.4492126
BGD,24.61541939,93185.664,90.241713692,10.444052206,10.745777309,85.921619127,9.5999896405,9.1039144496,22.235148288,14.24265245,-0.685765898,1132.7498474,1132.8143889,730.86442118,1064.179541,4.8904889076,23.578165598,23.531493914,3.652476056,43.336315099,1983,99.12561132,1471.0899232,3976.2913642
BGD,25.35392952,95618.208,89.386497247,10.37854025,10.308782845,86.298038256,9.6437955657,9.0762918638,21.024956537,14.329072264,0.2349625028,1157.2548909,1157.4052227,781.88194071,1104.8298376,4.7434224578,25.047127917,25.260665542,4.4878074291,43.894004195,1984,99.54516353,1502.4010869,4061.5586098
BGD,27.99459076,98028,88.971359034,10.318632617,11.050210381,87.291233692,9.7444629859,9.8971112169,21.37474245,15.475464689,0.710008349,1164.579007,1164.0389292,827.03638423,1127.8759319,4.7246261044,24.174195214,24.216409578,4.8632078042,41.866809975,1985,99.426232174,1508.3979738,4084.6459361
BGD,30.40690041,100956.864,88.82453804,10.246607794,10.315081819,85.940276865,9.6044630589,9.1959652444,19.303022485,13.995778113,0.9288541655,1187.2137725,1187.2047553,854.22799696,1137.1774863,4.6600626208,23.962185138,23.56989145,8.313773595,42.884811703,1986,99.191565921,1536.5050561,4149.1285482
BGD,30.9498291,103570.672,87.934448473,9.9105989271,10.853389754,85.450555671,9.5439166498,9.8542230603,19.666801886,15.23868558,2.1549526,1197.6153906,1196.9778056,896.63962667,1154.235033,4.6339865544,25.267821181,24.847781643,8.2193484038,44.238532246,1987,99.309158187,1547.039546,4172.0286691
BGD,31.73324966,105954.048,88.146016653,9.9464856547,10.797442204,86.217073724,9.6321175341,9.8168197008,20.420687235,16.435806033,1.9074976923,1206.3834785,1205.8308039,938.9548205,1169.8979885,4.5456579863,25.504101361,25.226536214,8.5180236437,43.417421648,1988,99.304039721,1557.7031667,4190.7419915
BGD,32.27000046,108191.616,86.846942691,9.9614488566,10.774831435,85.836627341,9.5905667761,9.9219822767,19.155884268,16.921697791,3.1916084525,1209.51272,1208.8394062,984.56464182,1183.4054346,4.4776089315,25.893647977,25.223400018,10.098406886,45.898830764,1989,99.472260519,1557.8523825,4185.3538387
BGD,34.56880951,110368,87.453704226,10.253325541,9.7709555434,88.059035953,9.8020833478,9.3533620392,20.084135007,21.94626415,2.2929702331,1278.1273533,1278.0802346,1103.9659113,1275.3417155,4.7988193378,23.602319182,22.83150431,9.1366517665,45.681205118,1990,99.565031048,1674.0011389,4404.4820372
BGD,36.59617996,112426.784,86.267211331,9.6194717476,9.7334233396,86.239617257,9.7091600127,9.1865313131,19.375172745,19.027029813,4.1133169211,1293.3549889,1293.2322378,1161.0846894,1287.6206002,4.9468754604,22.94685285,22.081379027,9.3169827238,44.087838564,1991,99.650735627,1687.0506834,5370.8078872
BGD,38.95075989,114311.552,85.053932895,10.398618941,9.2473567295,83.29935819,10.205620055,8.8875547408,20.532693913,18.632756895,4.547448164,1341.3992388,1341.4178284,1213.2988628,1312.4118311,4.9486604617,22.008242489,21.15426879,8.8680488698,44.638891884,1992,99.719763765,1749.7195449,5570.317255
BGD,39.56726074,116106.928,85.037874896,10.806068394,9.1873063555,84.936928222,10.834398172,8.9808069305,23.239581698,22.245493676,4.1560567095,1390.2137258,1390.2744111,1309.4478614,1387.4303739,5.1341758064,20.815284552,19.939095024,8.9490903582,42.882274995,1993,99.766289912,1813.3931027,5773.0251226
BGD,40.21173859,117897.536,84.373948659,10.981470453,9.5629655149,83.401100129,10.803186942,9.3196611998,23.101503553,20.944220855,4.6445808875,1418.2782373,1418.2075922,1345.3657383,1399.9072589,5.0136391062,21.038923008,20.254437229,8.8381275515,41.971011212,1994,99.908427614,1850.0004176,5889.5662895
BGD,40.27832031,119768,85.125719479,11.172393111,9.7940499151,85.372336781,10.998576254,9.7035412693,28.209361167,27.714697763,3.7018874095,1467.0725865,1466.9704171,1439.1876628,1467.2632425,5.1593183257,21.751377807,20.812044211,8.9132222595,44.560570192,1995,99.891816048,1913.6477077,6092.1905326
BGD,41.79417038,121679.344,86.954885048,10.587462917,10.161144019,86.954885048,10.587462917,10.161144019,30.025421508,30.025421508,2.4576520358,1506.251235,1506.251235,1506.251235,1506.251235,5.1594706287,21.52217218,20.418081761,8.9522599533,44.067816124,1996,100.13877068,1964.7522894,6254.8844535
BGD,43.89212036,124381.408,84.847328903,10.46368586,10.731569382,84.105116497,10.42248326,10.73505406,30.102047622,30.130138885,4.6889852371,1545.536659,1545.536659,1561.9724117,1533.4263439,5.0716950032,21.153800394,20.178983813,8.8385029924,40.868902513,1997,99.747096032,2010.9561586,6342.2183656
BGD,46.90565109,126564.704,82.452463793,11.247141112,11.253686549,81.521620306,11.279269322,11.50981309,31.671045352,30.948634894,6.3003950956,1589.1970362,1589.3959839,1629.8591766,1578.6989554,5.0569333137,20.656343802,19.679232486,8.6993534976,39.765387911,1998,99.773200717,2062.6078059,6432.7416528
BGD,49.08539963,128787.32,82.668005671,11.075948783,11.713071466,81.174401621,10.910891941,12.167367286,31.832651205,30.512841585,6.2560455455,1623.4008955,1623.8814543,1681.4428371,1603.4795704,4.9856323313,20.687960812,19.687977214,8.5789253828,39.195976122,1999,99.706413834,2101.7594621,6483.0723863
BGD,52.14167023,131050,81.882176196,11.255513023,12.138798751,81.083657851,10.431466508,12.362461149,33.220768257,30.869609299,6.8623107809,1683.8811954,1684.5756004,1772.460919,1659.9129287,4.9762135706,19.559890925,18.553669427,7.922455867,37.137981821,2000,99.530550096,2174.6515765,6648.1853196
BGR,,,,,,,,,,,,,,,,,,,,,1950,,,
BGR,,,,,,,,,,,,,,,,,,,,,1951,,,
BGR,,,,,,,,,,,,,,,,,,,,,1952,,,
BGR,,,,,,,,,,,,,,,,,,,,,1953,,,
BGR,,,,,,,,,,,,,,,,,,,,,1954,,,
BGR,,,,,,,,,,,,,,,,,,,,,1955,,,
BGR,,,,,,,,,,,,,,,,,,,,,1956,,,
BGR,,,,,,,,,,,,,,,,,,,,,1957,,,
BGR,,,,,,,,,,,,,,,,,,,,,1958,,,
BGR,,,,,,,,,,,,,,,,,,,,,1959,,,
BGR,,,,,,,,,,,,,,,,,,,,,1960,,,
BGR,,,,,,,,,,,,,,,,,,,,,1961,,,
BGR,,,,,,,,,,,,,,,,,,,,,1962,,,
BGR,,,,,,,,,,,,,,,,,,,,,1963,,,
BGR,,,,,,,,,,,,,,,,,,,,,1964,,,
BGR,,,,,,,,,,,,,,,,,,,,,1965,,,
BGR,,,,,,,,,,,,,,,,,,,,,1966,,,
BGR,,,,,,,,,,,,,,,,,,,,,1967,,,
BGR,,,,,,,,,,,,,,,,,,,,,1968,,,
BGR,,,,,,,,,,,,,,,,,,,,,1969,,,
BGR,,,,,,,,,,,,,,,,,,,,,1970,,,
BGR,,,,,,,,,,,,,,,,,,,,,1971,,,
BGR,,,,,,,,,,,,,,,,,,,,,1972,,,
BGR,,,,,,,,,,,,,,,,,,,,,1973,,,
BGR,,,,,,,,,,,,,,,,,,,,,1974,,,
BGR,,,,,,,,,,,,,,,,,,,,,1975,,,
BGR,,,,,,,,,,,,,,,,,,,,,1976,,,
BGR,,,,,,,,,,,,,,,,,,,,,1977,,,
BGR,,,,,,,,,,,,,,,,,,,,,1978,,,
BGR,,,,,,,,,,,,,,,,,,,,,1979,,,
BGR,,,,,,,,,,,,,,,,,,,,,1980,98.417665077,,
BGR,,,,,,,,,,,,,,,,,,,,,1981,99.004960817,,
BGR,,,,,,,,,,,,,,,,,,,,,1982,99.201392479,,
BGR,,,,,,,,,,,,,,,,,,,,,1983,99.522046246,,
BGR,,,,,,,,,,,,,,,,,,,,,1984,99.780555652,,
BGR,,,,,,,,,,,,,,,,,,,,,1985,99.63368952,,
BGR,,,,,,,,,,,,,,,,,,,,,1986,99.350739895,,
BGR,,,,,,,,,,,,,,,,,,,,,1987,98.882054567,,
BGR,,,,,,,,,,,,,,,,,,,,,1988,98.133529447,,
BGR,,,,,,,,,,,,,,,,,,,,,1989,97.104034442,,
BGR,,,,,,,,,,,,,,,,,,,,,1990,92.069723687,,
BGR,17.78825,8632,46.90329613,43.917182367,4.9116270815,48.699264603,46.038682009,4.8147008718,82.646215087,64.866114878,9.1795215029,7317.5247406,7312.1667008,6818.5407133,7567.6190355,29.050828109,12.962206779,14.952381693,5.6172041798,59.632292157,1991,89.849022694,7979.9022397,15119.895949
BGR,23.34116958,8540,56.311557493,44.490935866,4.8429308616,55.885024144,44.247213094,4.7165407897,99.616688169,82.833291307,-0.80249336,6552.5221412,6546.1877855,5999.8835896,6530.0198931,24.471618334,16.839937331,19.599865131,7.6742808993,68.951521548,1992,98.360332884,7153.1636036,13539.203008
BGR,27.59357914,8472,64.474055166,39.356953296,3.8603217475,64.696506135,39.64334034,3.7910748088,83.935820973,90.061605815,-3.831008461,6441.4066567,6435.4859832,6089.4871639,6495.7707691,23.876092048,21.006402193,23.969721704,10.059463573,83.120635678,1993,98.221006739,7039.2623052,13309.60972
BGR,54.13366854,8435,64.403739857,33.133205258,3.0337149652,64.510950156,33.030396819,2.9959961797,90.734952623,79.966431254,2.4630548858,6858.7941598,6852.7245883,6587.5326654,6852.4509216,24.549095048,17.477062291,20.079975848,9.0651496092,54.091003675,1994,97.943112004,7503.2851376,14172.040097
BGR,67.17082858,8400,67.052916396,31.270728217,3.2672644785,67.495361551,30.897841408,3.2490180067,90.909090909,100.87217869,1.6763553876,6760.2236725,6754.7683793,6651.2981527,6761.6266627,23.844120774,23.448564702,24.717600308,11.4182723,112.54556547,1995,96.747095899,7403.2510955,13968.368013
BGR,177.8887063,8356,68.560031041,25.23780037,3.3351961124,68.560031041,25.23780037,3.3351961124,123.27981651,123.27981651,6.2021685895,5893.2579314,5893.2579314,5893.2579314,5893.2579314,20.186600016,19.90876055,22.311642132,9.3630337167,50.314562587,1996,96.043338324,6460.6331156,12176.992888
BGR,1.681879044,8312.07,62.689820008,27.355130117,4.4219675322,61.646376451,27.030344916,4.3881638637,118.25174236,134.26991263,9.9550498755,5456.6909388,5456.6909388,5470.7855844,5375.1434799,17.763537758,22.299966358,24.990087503,10.458724385,57.414540003,1997,96.547063146,5968.9313739,11252.737983
BGR,1.760357976,8257,67.9105361,28.230461042,6.7249555999,68.911753112,29.056531268,7.0591084162,97.077659834,135.79006246,3.8590028574,5314.2010413,5314.8460914,5593.6544917,5421.0334384,17.355326246,27.052393135,28.49540334,14.182386942,66.507019696,1998,97.68727219,5794.0269812,10958.896624
BGR,1.836382985,8208,70.961410384,28.912266375,7.7245157188,73.63004807,30.096269164,8.4790714737,94.186184078,138.10057154,0.1263232408,5262.8891983,5264.5180394,5760.2006754,5468.023863,17.079523662,26.746873037,27.652875797,14.386383259,64.68822107,1999,98.277609727,5719.3506292,10831.759451
BGR,2.123275042,8166.96,67.344336316,31.240740288,6.9518654283,69.638525427,30.234718048,7.3932453426,121.52821996,150.28554318,1.4149233958,5784.869519,5784.5869805,6355.695049,5868.2139806,17.843719776,23.285983298,24.754219834,13.066670013,54.987042458,2000,97.321878351,6272.9517089,11906.067699
BHR,,,,,,,,,,,,,,,,,,,,,1950,,,
BHR,,,,,,,,,,,,,,,,,,,,,1951,,,
BHR,,,,,,,,,,,,,,,,,,,,,1952,,,
BHR,,,,,,,,,,,,,,,,,,,,,1953,,,
BHR,,,,,,,,,,,,,,,,,,,,,1954,,,
BHR,,,,,,,,,,,,,,,,,,,,,1955,,,
BHR,,,,,,,,,,,,,,,,,,,,,1956,,,
BHR,,,,,,,,,,,,,,,,,,,,,1957,,,
BHR,,,,,,,,,,,,,,,,,,,,,1958,,,
BHR,,,,,,,,,,,,,,,,,,,,,1959,,,
BHR,,,,,,,,,,,,,,,,,,,,,1960,,,
BHR,,,,,,,,,,,,,,,,,,,,,1961,,,
BHR,,,,,,,,,,,,,,,,,,,,,1962,,,
BHR,,,,,,,,,,,,,,,,,,,,,1963,,,
BHR,,,,,,,,,,,,,,,,,,,,,1964,,,
BHR,,,,,,,,,,,,,,,,,,,,,1965,,,
BHR,,,,,,,,,,,,,,,,,,,,,1966,,,
BHR,,,,,,,,,,,,,,,,,,,,,1967,,,
BHR,,,,,,,,,,,,,,,,,,,,,1968,,,
BHR,,,,,,,,,,,,,,,,,,,,,1969,,,
BHR,,,,,,,,,,,,,,,,,,,,,1970,,,
BHR,,,,,,,,,,,,,,,,,,,,,1971,,,
BHR,,,,,,,,,,,,,,,,,,,,,1972,,,
BHR,,,,,,,,,,,,,,,,,,,,,1973,,,
BHR,,,,,,,,,,,,,,,,,,,,,1974,,,
BHR,,,,,,,,,,,,,,,,,,,,,1975,,,
BHR,,,,,,,,,,,,,,,,,,,,,1976,,,
BHR,,,,,,,,,,,,,,,,,,,,,1977,,,
BHR,,,,,,,,,,,,,,,,,,,,,1978,,,
BHR,,,,,,,,,,,,,,,,,,,,,1979,,,
BHR,,,,,,,,,,,,,,,,,,,,,1980,95.976173276,,
BHR,,,,,,,,,,,,,,,,,,,,,1981,98.849600151,,
BHR,,,,,,,,,,,,,,,,,,,,,1982,97.227896119,,
BHR,,,,,,,,,,,,,,,,,,,,,1983,95.670749074,,
BHR,,,,,,,,,,,,,,,,,,,,,1984,96.084446357,,
BHR,,,,,,,,,,,,,,,,,,,,,1985,92.010790369,,
BHR,,,,,,,,,,,,,,,,,,,,,1986,89.72728315,,
BHR,,,,,,,,,,,,,,,,,,,,,1987,89.775756112,,
BHR,,,,,,,,,,,,,,,,,,,,,1988,85.791254899,,
BHR,,,,,,,,,,,,,,,,,,,,,1989,86.452812304,,
BHR,,,,,,,,,,,,,,,,,,,,,1990,83.746229376,,
BHR,,,,,,,,,,,,,,,,,,,,,1991,104.13666332,,
BHR,,,,,,,,,,,,,,,,,,,,,1992,100.66614599,,
BHR,,,,,,,,,,,,,,,,,,,,,1993,96.27678611,,
BHR,,,,,,,,,,,,,,,,,,,,,1994,95.653001757,,
BHR,,,,,,,,,,,,,,,,,,,,,1995,98.99064251,,
BHR,0.375999987,599,42.277673191,20.574610713,6.3925802469,42.277673191,20.574610713,6.3925802469,193.61634775,193.61634775,37.147716096,13261.167807,13261.167807,13261.167807,13261.167807,45.424431337,73.113324519,66.895208297,75.55629158,106.37444617,1996,99.585934516,15718.657954,31500.852428
BHR,,,,,,,,,,,,,,,,,,,,,1997,96.280316825,,
BHR,,,,,,,,,,,,,,,,,,,,,1998,97.385058743,,
BHR,,,,,,,,,,,,,,,,,,,,,1999,95.548954589,,
BHR,,,,,,,,,,,,,,,,,,,,,2000,95.345189111,,
BHS,,,,,,,,,,,,,,,,,,,,,1950,,,
BHS,,,,,,,,,,,,,,,,,,,,,1951,,,
BHS,,,,,,,,,,,,,,,,,,,,,1952,,,
BHS,,,,,,,,,,,,,,,,,,,,,1953,,,
BHS,,,,,,,,,,,,,,,,,,,,,1954,,,
BHS,,,,,,,,,,,,,,,,,,,,,1955,,,
BHS,,,,,,,,,,,,,,,,,,,,,1956,,,
BHS,,,,,,,,,,,,,,,,,,,,,1957,,,
BHS,,,,,,,,,,,,,,,,,,,,,1958,,,
BHS,,,,,,,,,,,,,,,,,,,,,1959,,,
BHS,,,,,,,,,,,,,,,,,,,,,1960,88.106106236,,
BHS,,,,,,,,,,,,,,,,,,,,,1961,88.086518824,,
BHS,,,,,,,,,,,,,,,,,,,,,1962,88.129204619,,
BHS,,,,,,,,,,,,,,,,,,,,,1963,88.123585979,,
BHS,,,,,,,,,,,,,,,,,,,,,1964,88.124870588,,
BHS,,,,,,,,,,,,,,,,,,,,,1965,88.120104439,,
BHS,,,,,,,,,,,,,,,,,,,,,1966,88.0911188,,
BHS,,,,,,,,,,,,,,,,,,,,,1967,88.115577889,,
BHS,,,,,,,,,,,,,,,,,,,,,1968,88.100484795,,
BHS,,,,,,,,,,,,,,,,,,,,,1969,88.119541823,,
BHS,,,,,,,,,,,,,,,,,,,,,1970,88.100087453,,
BHS,,,,,,,,,,,,,,,,,,,,,1971,88.106034182,,
BHS,,,,,,,,,,,,,,,,,,,,,1972,88.102898662,,
BHS,,,,,,,,,,,,,,,,,,,,,1973,88.105538857,,
BHS,,,,,,,,,,,,,,,,,,,,,1974,88.108791904,,
BHS,,,,,,,,,,,,,,,,,,,,,1975,88.108017444,,
BHS,,,,,,,,,,,,,,,,,,,,,1976,88.101541223,,
BHS,,,,,,,,,,,,,,,,,,,,,1977,88.106591865,,
BHS,,,,,,,,,,,,,,,,,,,,,1978,84.418552619,,
BHS,,,,,,,,,,,,,,,,,,,,,1979,89.17353421,,
BHS,,,,,,,,,,,,,,,,,,,,,1980,91.492548287,,
BHS,,,,,,,,,,,,,,,,,,,,,1981,90.269891124,,
BHS,,,,,,,,,,,,,,,,,,,,,1982,92.720009271,,
BHS,,,,,,,,,,,,,,,,,,,,,1983,92.884350877,,
BHS,,,,,,,,,,,,,,,,,,,,,1984,92.724512975,,
BHS,,,,,,,,,,,,,,,,,,,,,1985,92.99349581,,
BHS,,,,,,,,,,,,,,,,,,,,,1986,93.395344869,,
BHS,,,,,,,,,,,,,,,,,,,,,1987,94.027266925,,
BHS,,,,,,,,,,,,,,,,,,,,,1988,94.027466195,,
BHS,,,,,,,,,,,,,,,,,,,,,1989,94.028549396,,
BHS,,,,,,,,,,,,,,,,,,,,,1990,94.380942026,,
BHS,,,,,,,,,,,,,,,,,,,,,1991,92.8251863,,
BHS,,,,,,,,,,,,,,,,,,,,,1992,94.283284168,,
BHS,,,,,,,,,,,,,,,,,,,,,1993,94.613007752,,
BHS,,,,,,,,,,,,,,,,,,,,,1994,97.125927877,,
BHS,,,,,,,,,,,,,,,,,,,,,1995,97.24807765,,
BHS,1,284,74.022285961,17.457853596,9.9110856531,74.022285961,17.457853596,9.9110856531,67.95600065,67.95600065,8.5198604429,16527.477574,16527.477574,16527.477574,16527.477574,56.612756974,74.494597855,77.87726268,43.8549894,103.20075837,1996,96.018167106,19693.653856,32598.575097
